formula,material_id,functional,band_gap,gap_AO,max_metallic_valence,HOMO_energy,range_metallic_valence,avg_metallic_valence,max_Density_(g/mL),range_Number_of_unfilled_d_valence_electrons,avg_Density_(g/mL),dev_Mulliken_EN,max_Mulliken_EN,frac p valence electrons,avg_outer_shell_electrons,max_number_of_valence_electrons,max_families,mode_heat_atomization(kJ/mol),avg p valence electrons,frac d valence electrons,avg_number_of_valence_electrons,LUMO_energy,dev_Pauling_Electronegativity,avg_heat_atomization(kJ/mol),avg_Number_of_unfilled_d_valence_electrons,mode_Mendeleev_Number,max_gilmor_number_of_valence_electron,max_l_quantum_number,max_1st_ionization_potential_(kJ/mol),avg_heat_of_vaporization_(kJ/mol)_,max ionic char,min_specific_heat_(J/g_K)_,avg_l_quantum_number,avg_Mulliken_EN,range_1st_ionization_potential_(kJ/mol),dev_gilmor_number_of_valence_electron,max_heat_of_vaporization_(kJ/mol)_,range_number_of_valence_electrons,range_valence_p,avg_Nonmetal,mode_outer_shell_electrons,range_families,avg_Melting_point_(K),range_gilmor_number_of_valence_electron,range_l_quantum_number,dev_Mendeleev_Number,range_MB_electonegativity,mode_Pauling_Electronegativity,avg_Metal,max_Atomic_Number,range_group,dev_Period,dev_Cohesive_energy,dev_Boiling_Point_(K),dev_Atomic_Number,frac s valence electrons,mode_metallic_valence,mode_number_of_valence_electrons,mode_crystal_radius,dev_group,avg_crystal_radius,dev_Nonmetal,mode_Miracle_Radius_[pm],max_Melting_point_(K),avg_families,range_Period,min_Allred-Rockow_electronegativity,min_number_of_valence_electrons,max_thermal_conductivity_(W/(m_K))_,dev_number_of_valence_electrons,range_Gordy_electonegativity,avg_Atomic_Weight,dev_Metal,band center,avg_Miracle_Radius_[pm],avg_Gordy_electonegativity,dev_polarizability(A^3),min_Cohesive_energy,avg_MB_electonegativity,min_gilmor_number_of_valence_electron,range_outer_shell_electrons,min_Boiling_Point_(K),mode_group,min_Density_(g/mL),min_Mulliken_EN,min_Miracle_Radius_[pm],avg_valence_s,dev_l_quantum_number,max_group,dev_ionic_radius,range_Atomic_Radius,min_MB_electonegativity,min_l_quantum_number,avg_gilmor_number_of_valence_electron,dev_Number_of_unfilled_s_valence_electrons,min_crystal_radius,max_crystal_radius,range_ionic_radius,mode_Density_(g/mL),mode_heat_of_vaporization_(kJ/mol)_,min_1st_ionization_potential_(kJ/mol),max_ionic_radius,min_outer_shell_electrons,mode_thermal_conductivity_(W/(m_K))_,mode_Number_of_unfilled_f_valence_electrons,min_Number_of_unfilled_f_valence_electrons,mode_l_quantum_number,max_Nonmetal,avg_specific_heat_(J/g_K)_,min_thermal_conductivity_(W/(m_K))_,max_specific_heat_(J/g_K)_,mode_Atomic_Radius,avg_Mendeleev_Number,avg_heat_of_fusion_(kJ/mol)_,min_heat_of_fusion_(kJ/mol)_,max_Miracle_Radius_[pm],dev_Number_of_unfilled_p_valence_electrons,dev_Atomic_Radius,avg_Zunger_radii_sum,min_Gordy_electonegativity,dev_crystal_radius,min_Atomic_Weight,min_Metal,mode_Number_of_unfilled_s_valence_electrons,min_Nonmetal,dev_Miracle_Radius_[pm],avg_group,range_Metal,min_ionic_radius,avg_Covalent_Radius,range_Nonmetal,max_Number_of_unfilled_p_valence_electrons,min_valence_d,dev_heat_of_fusion_(kJ/mol)_,range_crystal_radius,dev_Metalliod,range_Zunger_radii_sum,range_Miracle_Radius_[pm],mode_Number_of_unfilled_d_valence_electrons,dev_outer_shell_electrons,a_site_radius,b_site_radius,x_site_radius,Tolerance_factor,Octahedral_factor,spacegroup_num,crystal_system_int,n_symmetry_ops,density,vpa,packing fraction,max packing efficiency,GII
CaGeO3,mp-776086,GGA Static,3.3911,0.0,4.0,-0.338381,4.0,1.2000000000000002,5.32,0.0,1.3748580000000001,1.9872,7.54,0.4117647058823529,4.8,6.0,7.0,249.0,2.8,0.29411764705882354,4.8,-0.338381,0.9288000000000001,260.4,10.0,87.0,6.0,1.0,1314.0,98.88594,0.7742664595807831,0.32,0.8,5.884,724.0,1.44,330.9,4.0,4.0,0.6,6.0,5.0,499.3900000000001,4.0,1.0,24.960000000000004,2.15,3.44,0.2,32.0,14.0,0.96,0.45599999999999996,1123.2,8.64,0.29411764705882354,0.0,6.0,1.21,4.319999999999999,1.06,0.48,64.0,1220.55,5.800000000000001,2.0,1.034,2.0,200.0,1.44,5.3575,32.13724,0.32000000000000006,5.697929322276007,101.4,6.55286,6.61768,1.84,2.6239999999999997,2.0,4.0,90.15,16.0,0.00143,2.2,64.0,2.0,0.31999999999999995,16.0,0.44400000000000006,1.46,1.17,0.0,4.8,0.0,0.53,1.21,1.2000000000000002,0.00143,3.4099,590.0,1.8,2.0,0.02674,14.0,14.0,1.0,1.0,0.742,0.02674,0.92,0.48,69.39999999999999,9.229554,0.22259,201.0,1.44,0.5351999999999999,1.1910000000000003,3.0128,0.2119999999999999,15.9994,0.0,0.0,0.0,44.88,12.8,1.0,0.6,1.03,1.0,6.0,0.0,11.084178399999999,0.6799999999999999,0.32000000000000006,2.535,137.0,10.0,1.44,0.39,1.06,1.38,0.512942214221389,0.7681159420289856,2,7,4,3.825522298003054,13.952370856532248,0.5063596969858484,0.2579534672005769,0.2048225693846153
CsLaO3,mp-1183918,GGA Static,0.0,0.0,3.0,-0.338381,3.0,0.8,6.15,1.0,1.6048580000000003,2.3520000000000003,7.54,0.5454545454545454,4.199999999999999,6.0,7.0,249.0,2.4,0.045454545454545456,4.3999999999999995,-0.338381,1.1976,249.8,9.8,87.0,6.0,2.0,1314.0,98.39394000000001,0.8272007909708047,0.19,1.0,5.58,938.0,2.4000000000000004,414.0,5.0,4.0,0.6,6.0,6.0,331.7900000000001,5.0,2.0,37.44,2.55,3.44,0.4,57.0,15.0,1.9200000000000002,0.73728,1095.6800000000003,23.04,0.40909090909090906,0.0,6.0,1.21,6.720000000000001,1.36,0.48,64.0,1193.15,5.0,4.0,0.659,1.0,35.9,1.9200000000000002,3.9377000000000004,63.961825999999995,0.48,4.90596688758541,128.6,6.81206,21.38736,0.804,2.416,1.0,5.0,90.15,16.0,0.00143,2.18,64.0,1.8,0.4,16.0,0.804,2.5,0.77,0.0,3.9999999999999996,0.32000000000000006,1.21,1.81,2.0,0.00143,3.4099,376.0,2.6,1.0,0.02674,14.0,14.0,1.0,1.0,0.638,0.02674,0.92,0.48,55.8,1.7919540000000003,0.22259,264.0,1.9200000000000002,0.9528,1.7570000000000001,4.4326,0.18000000000000008,15.9994,0.0,0.0,0.0,77.52000000000001,10.4,1.0,0.6,1.226,1.0,6.0,0.0,1.8832368000000002,0.6000000000000001,0.0,3.8449999999999998,200.0,10.0,2.16,1.88,1.032,1.35,0.9588391701228162,0.7644444444444444,221,1,48,4.907430602744551,21.642915998239417,0.9924343694766361,0.44691951022241466,0.0
AgNO3,mp-669466,GGA Static,2.0035935215150227,0.0,5.44,-0.298706,5.44,1.6880000000000002,10.5,10.0,2.101108,0.9728000000000001,7.54,0.4411764705882353,4.8,11.0,7.0,249.0,3.0,0.29411764705882354,6.8,-0.298706,0.4583999999999999,300.8,8.0,87.0,6.0,1.0,1402.0,52.72050000000001,0.4344886992597051,0.235,0.8,6.872,671.0,1.2000000000000002,250.58,6.0,4.0,0.8,6.0,3.0,292.53000000000003,4.0,1.0,6.640000000000003,2.25,3.44,0.2,47.0,5.0,0.9599999999999999,0.7095999999999998,767.424,12.56,0.2647058823529412,0.0,6.0,1.21,1.5199999999999996,1.044,0.31999999999999995,64.0,1235.15,6.4,3.0,1.87,5.0,429.0,1.6800000000000002,4.5181000000000004,33.974628,0.32000000000000006,6.738898268861961,81.6,7.1693,2.24968,2.62,2.776,2.0,5.0,77.35,16.0,0.00125,4.44,64.0,1.8,0.31999999999999995,16.0,0.31600000000000006,1.17,1.07,0.0,5.0,0.32000000000000006,0.3,1.29,1.0,0.00143,3.4099,731.0,1.6,1.0,0.02674,14.0,14.0,1.0,1.0,0.807,0.02598,1.04,0.48,81.6,2.4656340000000005,0.22259,144.0,1.2000000000000002,0.368,0.8620000000000001,3.8522,0.2976,14.00674,0.0,0.0,0.0,24.96,14.8,1.0,0.6,0.8940000000000001,1.0,6.0,0.0,3.5337464000000005,0.99,0.0,1.91,80.0,10.0,1.52,0.104,1.15,1.35,0.41125330393809606,0.8518518518518517,19,5,8,4.202280137541149,13.425136358167972,0.3131732398189932,0.18434660727987093,0.1715809962305941
YCuO3,mp-1340758,GGA Static,0.0,0.0,5.44,-0.202272,5.44,1.6880000000000002,8.96,10.0,2.6868580000000004,1.7784,7.54,0.37499999999999994,4.199999999999999,11.0,7.0,249.0,2.4,0.34375,6.4,-0.202272,0.9023999999999999,301.6,7.8,87.0,6.0,2.0,1314.0,134.70594000000003,0.7083205926780534,0.3,1.4,6.058,714.0,2.16,363.0,8.0,4.0,0.6,6.0,4.0,663.3100000000001,5.0,1.0,23.520000000000003,2.2399999999999998,3.44,0.4,39.0,13.0,1.2000000000000002,0.6288,1504.8000000000002,12.48,0.28125,0.0,6.0,1.21,4.32,1.076,0.48,64.0,1796.15,5.6000000000000005,3.0,1.12,3.0,401.0,1.8400000000000003,4.966,40.09001,0.48,5.745637661944868,99.4,6.435779999999999,6.67536,2.62,2.4899999999999998,1.0,5.0,90.15,16.0,0.00143,3.19,64.0,1.8,0.48,16.0,0.48000000000000004,1.6400000000000001,1.08,1.0,4.199999999999999,0.32000000000000006,0.71,1.21,1.25,0.00143,3.4099,600.0,1.85,1.0,0.02674,14.0,14.0,1.0,1.0,0.6880000000000001,0.02674,0.92,0.48,67.39999999999999,5.023554000000001,0.22259,179.0,1.9200000000000002,0.6264000000000001,1.275,3.4043,0.16079999999999997,15.9994,0.0,0.0,0.0,42.480000000000004,12.4,1.0,0.6,1.038,1.0,6.0,0.0,5.7611568,0.5,0.0,2.475,115.0,10.0,2.16,1.019,0.54,1.4,0.8816965482939474,0.3857142857142858,62,5,16,5.958386646203815,11.172659954990829,0.6703749219609698,0.39424752610141484,0.13983962213989048
NaBrO3,mp-23339,GGA Static,4.4812,0.043047,1.0,-0.338381,1.0,0.2,3.12,0.0,0.8190580000000002,1.5048,7.59,0.4722222222222222,5.199999999999999,7.0,8.0,249.0,3.4,0.2777777777777778,5.199999999999999,-0.295334,0.7647999999999999,193.60000000000002,10.0,87.0,7.0,1.0,1314.0,24.52554,0.792997622442975,0.473,0.8,6.612,818.0,1.6800000000000004,96.96,6.0,5.0,0.8,6.0,7.0,160.23,6.0,1.0,27.840000000000003,2.4299999999999997,3.44,0.2,35.0,16.0,0.72,0.6976800000000001,321.77600000000007,8.4,0.25,0.0,6.0,1.21,4.880000000000001,1.322,0.31999999999999995,64.0,370.95,6.0,2.0,0.869,1.0,141.0,1.6800000000000004,5.8325000000000005,30.1783936,0.32000000000000006,6.211859606422017,101.80000000000001,6.811319999999999,7.1136800000000004,1.113,2.7359999999999998,1.0,6.0,90.15,16.0,0.00143,2.85,64.0,1.8,0.31999999999999995,17.0,0.42000000000000004,1.42,0.89,0.0,5.199999999999999,0.32000000000000006,1.16,1.82,1.2000000000000002,0.00143,3.4099,496.0,1.8,1.0,0.02674,14.0,14.0,1.0,1.0,0.8926000000000001,0.02674,1.23,0.48,71.6,1.710354,0.22259,179.0,1.36,0.45120000000000005,1.049,2.5378,0.1992000000000001,15.9994,0.0,0.0,0.0,43.68000000000001,13.2,1.0,0.6,0.974,1.0,6.0,0.0,1.7853168,0.6600000000000001,0.0,2.185,115.0,10.0,1.6800000000000004,0.45,1.02,1.36,0.5377576781292651,0.75,198,1,12,3.4232668213119775,14.638766024068655,0.45787994390534775,0.23019164462090969,0.07463121596236866
KMgH3,mp-1017580,GGA Static,0.0,0.05804400000000001,2.0,-0.233471,2.0,0.6000000000000001,1.74,0.0,0.52004194,1.9656,7.18,0.0,1.2000000000000002,2.0,7.0,218.0,0.0,0.0,1.2000000000000002,-0.175427,0.5448000000000002,178.39999999999998,10.0,92.0,2.0,0.0,1312.0,41.72361600000001,0.3787986409945493,0.75,0.0,5.542,893.0,0.3200000000000001,127.4,1.0,0.0,0.6,1.0,6.0,260.14,1.0,0.0,27.12,1.3,2.2,0.4,19.0,1.0,1.2000000000000002,0.58656,565.392,6.96,1.0,0.0,1.0,0.1,0.3200000000000001,0.536,0.48,64.0,922.15,4.800000000000001,3.0,0.734,1.0,156.0,0.3200000000000001,4.3902,13.285424,0.48,5.091449798208461,101.80000000000001,5.45958,12.872,0.0,1.682,1.0,1.0,20.25,1.0,6.99e-05,2.42,64.0,1.2000000000000002,0.0,2.0,0.768,1.9000000000000001,0.8,0.0,1.2000000000000002,0.31999999999999995,0.1,1.52,1.9500000000000002,6.99e-05,0.44936,419.0,2.2,1.0,0.1815,14.0,14.0,0.0,1.0,8.936399999999999,0.1815,14.304,0.53,69.39999999999999,2.60968,0.5868,179.0,0.0,0.6768000000000001,1.894,2.7882,0.5232,1.00794,0.0,1.0,0.0,43.68000000000001,1.2000000000000002,1.0,0.25,0.874,1.0,6.0,0.0,2.5377280000000004,1.42,0.0,2.44,115.0,10.0,0.3200000000000001,0.72,1.38,0.25,0.4207936059821785,5.52,221,1,96,1.263739337407705,17.456895537034434,0.675214610267192,0.4469195102224146,1.7592074983357595
YbGaO3,mp-1187561,r2SCAN Static,0.0,0.0,3.44,-0.286408,3.44,1.088,6.97,0.0,2.5748580000000003,2.1071999999999997,7.54,0.2765957446808511,4.6,6.0,7.0,249.0,2.6,0.2127659574468085,4.8,-0.286408,0.9527999999999999,237.0,10.0,87.0,6.0,3.0,1314.0,79.56594000000001,0.7456133690005962,0.15,1.4,5.784000000000001,735.0,1.44,258.7,3.0,4.0,0.6,6.0,4.0,311.87000000000006,3.0,2.0,14.64,2.2199999999999998,3.44,0.4,70.0,13.0,1.44,0.34159999999999996,951.6000000000001,20.4,0.2127659574468085,0.0,6.0,1.21,3.9199999999999995,1.104,0.48,64.0,1092.15,5.800000000000001,4.0,1.09,3.0,40.6,1.44,4.2031,58.15224,0.48,5.395184105603956,103.19999999999999,7.0558,6.60336,1.6,2.5519999999999996,3.0,4.0,90.15,16.0,0.00143,3.1,64.0,2.0,0.6399999999999999,16.0,0.44400000000000006,1.7400000000000002,1.1,1.0,4.8,0.0,0.76,1.21,1.15,0.00143,3.4099,579.0,1.75,2.0,0.02674,14.0,0.0,1.0,1.0,0.656,0.02674,0.92,0.48,74.8,2.7835540000000005,0.22259,190.0,1.6800000000000002,0.6288,1.3359999999999999,4.1672,0.1375999999999999,15.9994,0.0,0.0,0.0,47.04,12.8,1.0,0.6,1.002,1.0,6.0,0.0,3.0731568000000005,0.44999999999999996,0.0,3.125,126.0,10.0,1.6800000000000002,0.868,0.62,1.35,0.796123269376529,0.4592592592592592,221,1,96,9.009875472945122,10.717580587564743,0.641309022229673,0.4469195102224148,0.6845525825618853
RbTmI3,mp-1209166,GGA Static,0.23540294868546674,0.0,3.0,-0.267904,3.0,0.8,9.32,10.0,5.128,1.9392,6.76,0.22388059701492538,4.800000000000001,7.0,8.0,107.0,3.0,0.44776119402985076,5.0,-0.267904,0.78,127.80000000000001,4.0,96.0,7.0,3.0,1008.0,65.0944,0.5710436013209271,0.16,1.2000000000000002,5.144,605.0,2.4000000000000004,191.0,6.0,5.0,0.6,7.0,7.0,658.0300000000001,6.0,3.0,36.239999999999995,1.9599999999999997,2.66,0.4,69.0,16.0,0.3200000000000001,0.4398399999999999,544.32,6.4,0.13432835820895522,0.0,7.0,2.06,7.199999999999999,1.772,0.48,64.0,1818.15,5.6,1.0,0.706,1.0,58.2,2.4000000000000004,2.7432999999999996,127.023084,0.48,4.746604989751428,101.80000000000001,5.36268,14.184000000000001,0.852,2.056,1.0,6.0,457.15,17.0,1.53,2.34,64.0,1.8,0.7200000000000002,17.0,0.31200000000000006,1.5,0.8,0.0,5.0,0.32000000000000006,1.02,2.06,0.9500000000000002,4.93,20.752,403.0,2.35,1.0,0.449,14.0,1.0,1.0,1.0,0.23299999999999998,0.449,0.363,1.15,65.8,8.5008,2.192,179.0,2.4000000000000004,0.6168000000000001,2.491,3.1886,0.3456,85.4678,0.0,0.0,0.0,43.68000000000001,11.0,1.0,1.4,1.532,1.0,6.0,0.0,3.33568,1.04,0.0,2.5149999999999997,115.0,0.0,2.6399999999999997,1.63,0.88,2.2,0.8792918740079471,0.39999999999999997,62,5,8,5.302956425720254,39.77532091602253,0.5596083781875364,0.4553279278632119,0.0
NiPtO3,mp-1186112,GGA+U Static,0.0,0.0,5.78,-0.273634,5.78,2.3120000000000003,21.4,9.0,6.0608580000000005,1.2192,7.54,0.23076923076923075,4.199999999999999,10.0,7.0,249.0,2.4,0.3269230769230769,7.6,-0.273634,0.6456,348.4,6.6,87.0,6.0,2.0,1314.0,178.12593999999999,0.44301947290604926,0.13,1.4,6.524,577.0,1.44,510.0,4.0,4.0,0.6,6.0,3.0,787.11,3.0,1.0,12.0,1.5599999999999998,3.44,0.4,78.0,6.0,1.44,1.2096,1661.5199999999998,21.6,0.17307692307692307,0.0,6.0,1.21,2.88,1.014,0.48,64.0,2045.15,5.800000000000001,4.0,1.72,6.0,90.7,1.92,4.7912,60.35432000000001,0.48,6.372800060727063,91.4,7.282159999999999,2.8113599999999996,2.62,2.726,3.0,5.0,90.15,16.0,0.00143,4.4,64.0,1.8,0.48,16.0,0.3600000000000001,1.29,1.76,1.0,4.8,0.32000000000000006,0.7,1.21,0.7500000000000001,0.00143,3.4099,737.0,1.35,1.0,0.02674,14.0,0.0,1.0,1.0,0.666,0.02674,0.92,0.48,77.0,7.547554,0.22259,139.0,1.9200000000000002,0.552,1.2550000000000001,3.5791,0.23519999999999996,15.9994,0.0,0.0,0.0,32.879999999999995,13.6,1.0,0.6,0.9359999999999999,1.0,6.0,0.0,8.789956799999999,0.51,0.0,2.2350000000000003,75.0,10.0,2.16,0.69,0.625,1.35,0.7303786499344591,0.4629629629629629,221,1,48,8.103604720977922,12.367586798737676,0.377217089032843,0.44691951022241455,0.7214675792385917
KNbO3,mp-7375,GGA Static,2.3108,0.19410899999999998,5.0,-0.338381,5.0,1.2,8.57,4.0,1.8868580000000001,2.0784000000000002,7.54,0.5,3.9999999999999996,6.0,7.0,249.0,2.4,0.16666666666666669,4.8,-0.144272,1.0704,312.6,9.2,87.0,6.0,2.0,1314.0,154.41994,0.8202341305415322,0.26,1.0,5.808,895.0,1.9200000000000002,682.0,5.0,4.0,0.6,6.0,6.0,648.36,5.0,2.0,29.76,2.5199999999999996,3.44,0.4,41.0,15.0,1.2000000000000002,1.7188800000000002,1500.56,10.559999999999999,0.33333333333333337,0.0,6.0,1.21,6.24,1.186,0.48,64.0,2741.15,5.2,3.0,0.734,1.0,102.4,1.52,5.5821000000000005,36.000576,0.48,5.245271479139713,113.0,6.280279999999999,13.80336,0.934,2.558,1.0,5.0,90.15,16.0,0.00143,2.42,64.0,1.6,0.4,16.0,0.5880000000000001,1.9500000000000002,0.8,0.0,4.3999999999999995,0.48,0.78,1.52,1.6,0.00143,3.4099,419.0,2.2,1.0,0.02674,14.0,14.0,1.0,1.0,0.754,0.02674,0.92,0.48,62.199999999999996,5.8803540000000005,0.22259,230.0,1.9200000000000002,0.8280000000000001,1.569,2.7882,0.16240000000000004,15.9994,0.0,0.0,0.0,58.8,10.799999999999999,1.0,0.6,1.104,1.0,6.0,0.0,8.2078584,0.74,0.0,3.225,166.0,10.0,2.4000000000000004,1.64,0.64,1.4,1.0537277523564237,0.4571428571428572,160,3,6,4.499799384805183,13.285117366229397,0.904570475893174,0.39046517130234365,0.36931164689630297
ScWN3,mp-1246967,GGA Static,1.2255,0.04569400000000001,5.78,-0.266297,2.7800000000000002,3.556,19.3,4.0,4.45875,1.6463999999999999,7.3,0.2368421052631579,3.8,6.0,7.0,473.0,1.8,0.13157894736842105,4.800000000000001,-0.220603,0.5664000000000001,529.2,9.0,82.0,5.0,2.0,1402.0,229.31568000000001,0.5061878019666538,0.13,1.4,5.928,769.0,1.2000000000000002,824.0,3.0,3.0,0.6,5.0,4.0,1137.41,4.0,1.0,24.480000000000004,1.35,3.04,0.4,74.0,12.0,1.44,1.3552000000000004,2132.0640000000003,20.32,0.2631578947368421,3.0,5.0,0.3,5.04,0.506,0.48,72.0,3683.15,5.6000000000000005,4.0,1.19,3.0,174.0,0.7199999999999996,3.8106,54.163226,0.48,5.654813219016516,102.6,6.10142,6.408000000000001,3.9,2.3680000000000003,1.0,3.0,77.35,15.0,0.00125,3.34,72.0,2.0,0.48,15.0,0.396,1.3699999999999999,1.5,1.0,4.0,0.0,0.3,0.89,0.9500000000000001,0.00125,2.7928,633.0,1.6,2.0,0.02598,14.0,0.0,1.0,1.0,0.77,0.02598,1.04,0.56,61.599999999999994,10.116240000000001,0.3604,162.0,1.44,0.636,1.421,3.0728,0.24720000000000003,14.00674,0.0,0.0,0.0,36.72,10.8,1.0,0.65,1.0299999999999998,1.0,6.0,0.0,11.707007999999998,0.5900000000000001,0.0,2.21,90.0,10.0,1.44,0.745,0.51,1.46,0.7914570824956028,0.3493150684931507,2,7,4,5.602060716883832,16.05482664833576,0.3851093454450888,0.24064571340367522,0.2589515098671203
YbCrO3,mp-1187572,GGA+U Static,0.0,0.013455999999999996,5.78,-0.150445,5.78,1.556,7.19,5.0,2.8328580000000003,1.9824000000000002,7.54,0.3,4.199999999999999,6.0,7.0,249.0,2.4,0.125,5.4,-0.136989,0.9887999999999999,259.20000000000005,9.0,87.0,6.0,3.0,1314.0,96.68594,0.7456133690005962,0.15,1.6,5.888,711.0,1.2000000000000002,344.3,3.0,4.0,0.6,6.0,4.0,677.3100000000001,3.0,2.0,20.64,2.2199999999999998,3.44,0.4,70.0,13.0,1.44,0.5552,1016.1600000000001,18.72,0.225,0.0,6.0,1.21,5.52,1.104,0.48,64.0,2130.15,5.6000000000000005,4.0,1.09,3.0,93.7,0.9599999999999999,5.099,54.60686,0.48,5.5769464971184055,102.4,6.87662,7.44336,1.6,2.612,3.0,5.0,90.15,16.0,0.00143,3.1,64.0,1.8,0.72,16.0,0.46799999999999997,1.7400000000000002,1.1,1.0,5.0,0.32000000000000006,0.76,1.21,1.15,0.00143,3.4099,603.0,1.75,1.0,0.02674,14.0,0.0,1.0,1.0,0.672,0.02674,0.92,0.48,69.8,5.045554,0.22259,190.0,1.9200000000000002,0.7008000000000001,1.4849999999999999,3.2713,0.1375999999999999,15.9994,0.0,0.0,0.0,46.08,11.4,1.0,0.6,1.004,1.0,6.0,0.0,5.787556800000001,0.44999999999999996,0.0,3.125,126.0,10.0,2.16,0.868,0.615,1.35,0.7981490283316857,0.4555555555555555,221,1,48,8.455175654330949,10.724416401047547,0.68363018569163,0.4469195102224147,0.6692641186939196
TbGdO3,mp-756224,GGA Static,3.0933,0.0,3.0,-0.256311,3.0,1.2000000000000002,8.23,1.0,3.226858,2.1311999999999998,7.54,0.3076923076923077,4.3999999999999995,6.0,7.0,249.0,2.4,0.025641025641025644,4.8,-0.256311,1.0752000000000002,306.80000000000007,9.8,87.0,6.0,3.0,1314.0,140.10594,0.7456133690005962,0.18,1.8000000000000003,5.764,745.0,1.44,359.4,3.0,4.0,0.6,6.0,4.0,677.7100000000002,3.0,2.0,28.32,2.2199999999999998,3.44,0.4,65.0,13.0,1.9200000000000002,0.7079999999999999,1648.56,27.119999999999997,0.25641025641025644,0.0,6.0,1.21,6.24,1.178,0.48,64.0,1638.15,5.4,4.0,1.09,3.0,11.1,1.44,3.2561,72.834708,0.48,5.3928301738571776,108.80000000000001,7.09262,11.379360000000002,2.62,2.452,3.0,4.0,90.15,16.0,0.00143,3.1,64.0,2.0,0.9600000000000001,16.0,0.5640000000000001,1.85,1.1,1.0,4.8,0.0,1.08,1.21,1.2000000000000002,0.00143,3.4099,569.0,1.8,2.0,0.02674,14.0,5.0,1.0,1.0,0.634,0.02674,0.92,0.48,63.4,4.303554,0.22259,176.0,1.9200000000000002,0.8688,1.839,5.1142,0.03919999999999999,15.9994,0.0,0.0,0.0,53.760000000000005,10.8,1.0,0.6,1.078,1.0,6.0,0.0,4.8971568,0.1299999999999999,0.0,3.4450000000000003,112.0,10.0,1.9200000000000002,1.053,0.923,1.36,0.7473712934748747,0.6786764705882353,62,5,8,8.163254103043446,14.815768320058442,0.6694577960381777,0.4002803807496584,0.1946842112750148
LaCoO3,mp-1272753,GGA+U Static,0.6738999999999997,0.0,5.78,-0.322368,5.78,1.7560000000000002,8.9,7.0,3.0108580000000007,1.8432,7.54,0.39999999999999997,4.3999999999999995,9.0,7.0,249.0,2.4,0.26666666666666666,6.0,-0.322368,0.9359999999999999,319.0,8.4,87.0,6.0,2.0,1314.0,160.14594000000002,0.7456133690005962,0.19,1.4,6.004,776.0,1.6800000000000002,414.0,6.0,4.0,0.6,6.0,4.0,625.1100000000001,5.0,1.0,24.720000000000002,1.9699999999999998,3.44,0.4,57.0,13.0,1.44,0.8687999999999999,1605.6,16.32,0.3333333333333333,0.0,6.0,1.21,4.800000000000001,1.1059999999999999,0.48,64.0,1768.15,5.6000000000000005,4.0,1.09,3.0,100.0,1.2000000000000002,4.8727,49.16738,0.48,5.610775900997789,100.8,6.6250599999999995,9.16168,2.62,2.606,1.0,4.0,90.15,16.0,0.00143,3.1,64.0,2.0,0.48,16.0,0.504,1.47,1.35,1.0,4.6,0.0,0.54,1.36,1.35,0.00143,3.4099,538.0,1.95,2.0,0.02674,14.0,14.0,1.0,1.0,0.674,0.02674,0.92,0.48,66.39999999999999,4.611554000000001,0.22259,187.0,1.9200000000000002,0.6024,1.299,3.4976,0.22640000000000005,15.9994,0.0,0.0,0.0,44.16,12.0,1.0,0.6,1.028,1.0,6.0,0.0,5.2667568,0.8200000000000001,0.0,2.615,123.0,10.0,1.9200000000000002,1.216,0.75,1.38,0.8618071380095199,0.5434782608695653,1,7,1,6.864404471660089,11.893871364913531,0.7412168026728757,0.37732944455526785,0.33349916083721964
KCrF3,mp-1180782,GGA+U Static,0.15739999999999998,0.0,5.78,-0.118123,5.78,1.356,7.19,5.0,1.6110200000000001,3.5232,10.41,0.5357142857142857,4.6000000000000005,7.0,8.0,79.0,3.0,0.17857142857142858,5.6000000000000005,-0.118123,1.3152000000000001,144.8,9.0,93.0,7.0,2.0,1681.0,86.79588,0.9176189628313963,0.45,1.0,7.474,1262.0,2.16,344.3,6.0,5.0,0.6,7.0,7.0,525.32,6.0,2.0,32.16,2.9799999999999995,3.98,0.4,24.0,16.0,0.96,1.03568,913.9680000000001,6.0,0.28571428571428575,0.0,7.0,1.19,6.48,1.17,0.48,64.0,2130.15,5.8,2.0,0.734,1.0,102.4,1.8399999999999996,7.2972,29.617921799999998,0.48,6.329206925012196,101.80000000000001,7.26314,12.895679999999999,0.84,2.828,1.0,6.0,85.05,17.0,0.0017,2.42,64.0,1.6,0.4,17.0,0.6240000000000001,2.0100000000000002,0.8,0.0,5.2,0.48,0.76,1.52,1.7000000000000002,0.0017,3.2698,419.0,2.2,1.0,0.0279,14.0,14.0,1.0,1.0,0.732,0.0279,0.82,0.42,66.2,3.99992,0.2552,179.0,2.4000000000000004,0.78,1.4689999999999999,2.7882,0.16400000000000003,18.998403,0.0,0.0,0.0,43.68000000000001,11.6,1.0,0.5,1.072,1.0,6.0,0.0,5.160032,0.76,0.0,3.285,115.0,10.0,2.88,1.64,0.94,1.33,0.9251573304511216,0.706766917293233,72,5,8,3.4057175524092984,14.440926392615722,0.7986617088330559,0.39634419022656553,0.054535770200109274
